LEI,Period,ItemKey,StageKey,QuartersInYTD,Amount,Quarterly
0W2PZJM8XOY22M4GG883,202409,2520140,0,3,0.184187,0.184187
0W2PZJM8XOY22M4GG883,202409,2520141,0,3,0.203642,0.203642
0W2PZJM8XOY22M4GG883,202409,2520142,0,3,0.229259,0.229259
0W2PZJM8XOY22M4GG883,202409,2520143,0,3,5667.386936,5667.386936
0W2PZJM8XOY22M4GG883,202409,2520146,0,3,0.184187,0.184187
0W2PZJM8XOY22M4GG883,202409,2520147,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520148,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520149,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520150,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520151,0,3,-0.243689,-0.243689
0W2PZJM8XOY22M4GG883,202409,2520152,0,3,-2.516379,-2.516379
0W2PZJM8XOY22M4GG883,202409,2520153,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520154,0,3,,
0W2PZJM8XOY22M4GG883,202409,2520155,0,3,,
0W2PZJM8XOY22M4GG883,202409,2520156,0,3,,
0W2PZJM8XOY22M4GG883,202409,2520157,0,3,,
0W2PZJM8XOY22M4GG883,202409,2520201,0,3,17583.236956,17583.236956
0W2PZJM8XOY22M4GG883,202409,2520202,0,3,4305.535164,4305.535164
0W2PZJM8XOY22M4GG883,202409,2520203,0,3,12326.984901,12326.984901
0W2PZJM8XOY22M4GG883,202409,2520204,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520205,0,3,363.132866,363.132866
0W2PZJM8XOY22M4GG883,202409,2520206,0,3,1803.303649,1803.303649
0W2PZJM8XOY22M4GG883,202409,2520207,0,3,357.494966,357.494966
0W2PZJM8XOY22M4GG883,202409,2520208,0,3,0.005438,0.005438
0W2PZJM8XOY22M4GG883,202409,2520209,0,3,0.010996,0.010996
0W2PZJM8XOY22M4GG883,202409,2520210,0,3,4905.033461,4905.033461
0W2PZJM8XOY22M4GG883,202409,2520211,0,3,2231.940615,2231.940615
0W2PZJM8XOY22M4GG883,202409,2520212,0,3,2673.092846,2673.092846
0W2PZJM8XOY22M4GG883,202409,2520213,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520214,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520215,0,3,5956.688,5956.688
0W2PZJM8XOY22M4GG883,202409,2520216,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520217,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520218,0,3,5956.688,5956.688
0W2PZJM8XOY22M4GG883,202409,2520219,0,3,163.912706,163.912706
0W2PZJM8XOY22M4GG883,202409,2520220,0,3,30769.686172,30769.686172
0W2PZJM8XOY22M4GG883,202409,2520301,0,3,2081.652713,659.826362
0W2PZJM8XOY22M4GG883,202409,2520302,0,3,225.2985,81.787079
0W2PZJM8XOY22M4GG883,202409,2520303,0,3,956.452055,308.349748
0W2PZJM8XOY22M4GG883,202409,2520304,0,3,1892.848127,614.891363
0W2PZJM8XOY22M4GG883,202409,2520305,0,3,1179.648461,388.466166
0W2PZJM8XOY22M4GG883,202409,2520306,0,3,268.19331,98.984492
0W2PZJM8XOY22M4GG883,202409,2520307,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520308,0,3,5.564579,2.082492
0W2PZJM8XOY22M4GG883,202409,2520309,0,3,1242.900994,458.24364
0W2PZJM8XOY22M4GG883,202409,2520310,0,3,0.31923,0.737368
0W2PZJM8XOY22M4GG883,202409,2520311,0,3,373.061015,143.085278
0W2PZJM8XOY22M4GG883,202409,2520312,0,3,23.272364,12.9641
0W2PZJM8XOY22M4GG883,202409,2520313,0,3,-9.029362,-11.770314
0W2PZJM8XOY22M4GG883,202409,2520314,0,3,2.911395,0.203033
0W2PZJM8XOY22M4GG883,202409,2520315,0,3,-33.096859,-0.930055
0W2PZJM8XOY22M4GG883,202409,2520316,0,3,1794.707943,649.550541
0W2PZJM8XOY22M4GG883,202409,2520317,0,3,873.191908,296.405136
0W2PZJM8XOY22M4GG883,202409,2520318,0,3,46.754836,15.152142
0W2PZJM8XOY22M4GG883,202409,2520319,0,3,10.613658,-0.888241
0W2PZJM8XOY22M4GG883,202409,2520320,0,3,10.613658,-0.888241
0W2PZJM8XOY22M4GG883,202409,2520321,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520322,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520323,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520324,0,3,23.205521,33.933506
0W2PZJM8XOY22M4GG883,202409,2520325,0,3,0.023653,0.016637
0W2PZJM8XOY22M4GG883,202409,2520326,0,3,23.181869,33.916869
0W2PZJM8XOY22M4GG883,202409,2520327,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520328,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520329,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520330,0,3,0.124077,0.068144
0W2PZJM8XOY22M4GG883,202409,2520331,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520332,0,3,818.771496,298.969735
0W2PZJM8XOY22M4GG883,202409,2520333,0,3,568.515837,205.712538
0W2PZJM8XOY22M4GG883,202409,2520334,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520335,0,3,568.515837,205.712538
0W2PZJM8XOY22M4GG883,202409,2520336,0,3,568.515837,205.712538
0W2PZJM8XOY22M4GG883,202409,2520337,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520338,0,3,-2.64054,-6.139407
0W2PZJM8XOY22M4GG883,202409,2520339,0,3,19.654061,-0.093
0W2PZJM8XOY22M4GG883,202409,2520340,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2520901,0,3,6265.986936,6265.986936
0W2PZJM8XOY22M4GG883,202409,2520902,0,3,6265.986936,6265.986936
0W2PZJM8XOY22M4GG883,202409,2520903,0,3,82541.08636,82541.08636
0W2PZJM8XOY22M4GG883,202409,2520904,0,3,82541.08636,82541.08636
0W2PZJM8XOY22M4GG883,202409,2520905,0,3,0.075914,0.075914
0W2PZJM8XOY22M4GG883,202409,2520906,0,3,0.075914,0.075914
0W2PZJM8XOY22M4GG883,202409,2521001,0,3,7738.012477,7738.012477
0W2PZJM8XOY22M4GG883,202409,2521002,0,3,19481.212433,19481.212433
0W2PZJM8XOY22M4GG883,202409,2521003,0,3,1842.79939,1842.79939
0W2PZJM8XOY22M4GG883,202409,2521004,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521005,0,3,2608.314136,2608.314136
0W2PZJM8XOY22M4GG883,202409,2521006,0,3,61399.652438,61399.652438
0W2PZJM8XOY22M4GG883,202409,2521007,0,3,126.63773,126.63773
0W2PZJM8XOY22M4GG883,202409,2521008,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521009,0,3,1788.24789,1788.24789
0W2PZJM8XOY22M4GG883,202409,2521010,0,3,94984.876492,94984.876492
0W2PZJM8XOY22M4GG883,202409,2521016,1,3,2608.552022,2608.552022
0W2PZJM8XOY22M4GG883,202409,2521016,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521016,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521017,1,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521017,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521017,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521018,1,3,10997.321711,10997.321711
0W2PZJM8XOY22M4GG883,202409,2521018,2,3,65.272445,65.272445
0W2PZJM8XOY22M4GG883,202409,2521018,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521019,1,3,46437.271787,46437.271787
0W2PZJM8XOY22M4GG883,202409,2521019,2,3,3489.659698,3489.659698
0W2PZJM8XOY22M4GG883,202409,2521019,3,3,688.45397,688.45397
0W2PZJM8XOY22M4GG883,202409,2521026,1,3,-0.237886,-0.237886
0W2PZJM8XOY22M4GG883,202409,2521026,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521026,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521027,1,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521027,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521027,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521028,1,3,-2.84855,-2.84855
0W2PZJM8XOY22M4GG883,202409,2521028,2,3,-9.77321,-9.77321
0W2PZJM8XOY22M4GG883,202409,2521028,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521029,1,3,-9.041314,-9.041314
0W2PZJM8XOY22M4GG883,202409,2521029,2,3,-129.100605,-129.100605
0W2PZJM8XOY22M4GG883,202409,2521029,3,3,-216.699939,-216.699939
0W2PZJM8XOY22M4GG883,202409,2521201,0,3,26773.890886,26773.890886
0W2PZJM8XOY22M4GG883,202409,2521202,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521203,0,3,129.701554,129.701554
0W2PZJM8XOY22M4GG883,202409,2521204,0,3,59729.927295,59729.927295
0W2PZJM8XOY22M4GG883,202409,2521205,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521206,0,3,179.516746,179.516746
0W2PZJM8XOY22M4GG883,202409,2521207,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521208,0,3,241.107565,241.107565
0W2PZJM8XOY22M4GG883,202409,2521209,0,3,37.598396,37.598396
0W2PZJM8XOY22M4GG883,202409,2521210,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521211,0,3,370.001334,370.001334
0W2PZJM8XOY22M4GG883,202409,2521212,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521213,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202409,2521214,0,3,87461.743777,87461.743777
0W2PZJM8XOY22M4GG883,202409,2521215,0,3,86813.036482,86813.036482
0W2PZJM8XOY22M4GG883,202409,2521216,0,3,7523.132716,7523.132716
0W2PZJM8XOY22M4GG883,202409,2521217,0,3,94984.876492,94984.876492
2138008AVF4W7FMW8W87,202409,2520101,0,3,1236.135151,1236.135151
2138008AVF4W7FMW8W87,202409,2520102,0,3,954.745084,954.745084
2138008AVF4W7FMW8W87,202409,2520103,0,3,502.431291,502.431291
2138008AVF4W7FMW8W87,202409,2520104,0,3,-18.829087,-18.829087
2138008AVF4W7FMW8W87,202409,2520105,0,3,87.854512,87.854512
2138008AVF4W7FMW8W87,202409,2520106,0,3,390.958822,390.958822
2138008AVF4W7FMW8W87,202409,2520107,0,3,8.741167,8.741167
2138008AVF4W7FMW8W87,202409,2520108,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520109,0,3,-6.93465,-6.93465
2138008AVF4W7FMW8W87,202409,2520110,0,3,-29.54604,-29.54604
2138008AVF4W7FMW8W87,202409,2520111,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520112,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520113,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520114,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520115,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520116,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520117,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520118,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520119,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520120,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520121,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520122,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520123,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520124,0,3,20.069071,20.069071
2138008AVF4W7FMW8W87,202409,2520125,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520126,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520127,0,3,20.069071,20.069071
2138008AVF4W7FMW8W87,202409,2520128,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520129,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520130,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520131,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520132,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520133,0,3,954.745084,954.745084
2138008AVF4W7FMW8W87,202409,2520134,0,3,281.390067,281.390067
2138008AVF4W7FMW8W87,202409,2520135,0,3,281.390067,281.390067
2138008AVF4W7FMW8W87,202409,2520136,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520137,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520138,0,3,4975.646909,4975.646909
2138008AVF4W7FMW8W87,202409,2520139,0,3,18.685457,18.685457
2138008AVF4W7FMW8W87,202409,2520140,0,3,0.191884,0.191884
2138008AVF4W7FMW8W87,202409,2520141,0,3,0.191884,0.191884
2138008AVF4W7FMW8W87,202409,2520142,0,3,0.248437,0.248437
2138008AVF4W7FMW8W87,202409,2520143,0,3,934.676013,934.676013
2138008AVF4W7FMW8W87,202409,2520146,0,3,0.188558,0.188558
2138008AVF4W7FMW8W87,202409,2520147,0,3,20.069071,20.069071
2138008AVF4W7FMW8W87,202409,2520148,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520149,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520150,0,3,18.685457,18.685457
2138008AVF4W7FMW8W87,202409,2520151,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520152,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520153,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520154,0,3,,
2138008AVF4W7FMW8W87,202409,2520155,0,3,,
2138008AVF4W7FMW8W87,202409,2520156,0,3,,
2138008AVF4W7FMW8W87,202409,2520157,0,3,,
2138008AVF4W7FMW8W87,202409,2520201,0,3,4223.978513,4223.978513
2138008AVF4W7FMW8W87,202409,2520202,0,3,4223.978513,4223.978513
2138008AVF4W7FMW8W87,202409,2520203,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520204,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520205,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520206,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520207,0,3,7.661829,7.661829
2138008AVF4W7FMW8W87,202409,2520208,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520209,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520210,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520211,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520212,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520213,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520214,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520215,0,3,744.006567,744.006567
2138008AVF4W7FMW8W87,202409,2520216,0,3,744.006567,744.006567
2138008AVF4W7FMW8W87,202409,2520217,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520218,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520219,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520220,0,3,4975.646909,4975.646909
2138008AVF4W7FMW8W87,202409,2520301,0,3,781.479131,261.418738
2138008AVF4W7FMW8W87,202409,2520302,0,3,272.329986,103.328929
2138008AVF4W7FMW8W87,202409,2520303,0,3,506.685451,157.136701
2138008AVF4W7FMW8W87,202409,2520304,0,3,473.198548,152.338587
2138008AVF4W7FMW8W87,202409,2520305,0,3,449.139661,144.334613
2138008AVF4W7FMW8W87,202409,2520306,0,3,23.927696,7.957011
2138008AVF4W7FMW8W87,202409,2520307,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520308,0,3,2.162257,1.77117
2138008AVF4W7FMW8W87,202409,2520309,0,3,40.184678,12.290299
2138008AVF4W7FMW8W87,202409,2520310,0,3,7.481747,2.142381
2138008AVF4W7FMW8W87,202409,2520311,0,3,-5.376174,-2.278075
2138008AVF4W7FMW8W87,202409,2520312,0,3,-0.597024,-0.800967
2138008AVF4W7FMW8W87,202409,2520313,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520314,0,3,10.525979,5.162039
2138008AVF4W7FMW8W87,202409,2520315,0,3,6.915804,2.751834
2138008AVF4W7FMW8W87,202409,2520316,0,3,369.577849,130.118832
2138008AVF4W7FMW8W87,202409,2520317,0,3,153.22132,50.902732
2138008AVF4W7FMW8W87,202409,2520318,0,3,21.923105,7.433648
2138008AVF4W7FMW8W87,202409,2520319,0,3,1.543477,1.394821
2138008AVF4W7FMW8W87,202409,2520320,0,3,2.837632,0.369211
2138008AVF4W7FMW8W87,202409,2520321,0,3,-1.294155,1.02561
2138008AVF4W7FMW8W87,202409,2520322,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520323,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520324,0,3,59.888034,18.214438
2138008AVF4W7FMW8W87,202409,2520325,0,3,1.089455,0.411277
2138008AVF4W7FMW8W87,202409,2520326,0,3,58.79858,17.803162
2138008AVF4W7FMW8W87,202409,2520327,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520328,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520329,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520330,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520331,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520332,0,3,119.606072,50.515764
2138008AVF4W7FMW8W87,202409,2520333,0,3,96.511496,40.293987
2138008AVF4W7FMW8W87,202409,2520334,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520335,0,3,96.511496,40.293987
2138008AVF4W7FMW8W87,202409,2520336,0,3,96.51124,40.293876
2138008AVF4W7FMW8W87,202409,2520337,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520338,0,3,-6.528225,-1.654668
2138008AVF4W7FMW8W87,202409,2520339,0,3,6.867616,0.00276
2138008AVF4W7FMW8W87,202409,2520340,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2520901,0,3,954.745084,954.745084
2138008AVF4W7FMW8W87,202409,2520902,0,3,934.676013,934.676013
2138008AVF4W7FMW8W87,202409,2520903,0,3,19387.207266,19387.207266
2138008AVF4W7FMW8W87,202409,2520904,0,3,19367.138194,19367.138194
2138008AVF4W7FMW8W87,202409,2520905,0,3,0.049246,0.049246
2138008AVF4W7FMW8W87,202409,2520906,0,3,0.048261,0.048261
2138008AVF4W7FMW8W87,202409,2521001,0,3,2404.644513,2404.644513
2138008AVF4W7FMW8W87,202409,2521002,0,3,24.009183,24.009183
2138008AVF4W7FMW8W87,202409,2521003,0,3,3.403475,3.403475
2138008AVF4W7FMW8W87,202409,2521004,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521005,0,3,6908.308476,6908.308476
2138008AVF4W7FMW8W87,202409,2521006,0,3,8994.016442,8994.016442
2138008AVF4W7FMW8W87,202409,2521007,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521008,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521009,0,3,261.729629,261.729629
2138008AVF4W7FMW8W87,202409,2521010,0,3,18596.111717,18596.111717
2138008AVF4W7FMW8W87,202409,2521016,1,3,6901.83196,6901.83196
2138008AVF4W7FMW8W87,202409,2521016,2,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521016,3,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521017,1,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521017,2,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521017,3,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521018,1,3,2130.787523,2130.787523
2138008AVF4W7FMW8W87,202409,2521018,2,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521018,3,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521019,1,3,5979.877704,5979.877704
2138008AVF4W7FMW8W87,202409,2521019,2,3,783.467066,783.467066
2138008AVF4W7FMW8W87,202409,2521019,3,3,541.722137,541.722137
2138008AVF4W7FMW8W87,202409,2521026,1,3,-0.921271,-0.921271
2138008AVF4W7FMW8W87,202409,2521026,2,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521026,3,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521027,1,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521027,2,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521027,3,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521028,1,3,-1.499144,-1.499144
2138008AVF4W7FMW8W87,202409,2521028,2,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521028,3,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521029,1,3,-71.238216,-71.238216
2138008AVF4W7FMW8W87,202409,2521029,2,3,-52.944129,-52.944129
2138008AVF4W7FMW8W87,202409,2521029,3,3,-326.754124,-326.754124
2138008AVF4W7FMW8W87,202409,2521201,0,3,1.0707,1.0707
2138008AVF4W7FMW8W87,202409,2521202,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521203,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521204,0,3,17424.350398,17424.350398
2138008AVF4W7FMW8W87,202409,2521205,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521206,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521207,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521208,0,3,23.118897,23.118897
2138008AVF4W7FMW8W87,202409,2521209,0,3,27.715065,27.715065
2138008AVF4W7FMW8W87,202409,2521210,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521211,0,3,29.328193,29.328193
2138008AVF4W7FMW8W87,202409,2521212,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521213,0,3,0.0,0.0
2138008AVF4W7FMW8W87,202409,2521214,0,3,17505.583252,17505.583252
2138008AVF4W7FMW8W87,202409,2521215,0,3,17425.421097,17425.421097
2138008AVF4W7FMW8W87,202409,2521216,0,3,1090.528464,1090.528464
2138008AVF4W7FMW8W87,202409,2521217,0,3,18596.111717,18596.111717
2138009Y59EAR7H1UO97,202409,2520101,0,3,567.417418,567.417418
2138009Y59EAR7H1UO97,202409,2520102,0,3,494.82158,494.82158
2138009Y59EAR7H1UO97,202409,2520103,0,3,159.973974,159.973974
2138009Y59EAR7H1UO97,202409,2520104,0,3,340.110359,340.110359
2138009Y59EAR7H1UO97,202409,2520105,0,3,2.235735,2.235735
2138009Y59EAR7H1UO97,202409,2520106,0,3,3.990551,3.990551
2138009Y59EAR7H1UO97,202409,2520107,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520108,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520109,0,3,-0.248284,-0.248284
2138009Y59EAR7H1UO97,202409,2520110,0,3,-2.716459,-2.716459
2138009Y59EAR7H1UO97,202409,2520111,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520112,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520113,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520114,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520115,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520116,0,3,-8.369496,-8.369496
2138009Y59EAR7H1UO97,202409,2520117,0,3,-8.369496,-8.369496
2138009Y59EAR7H1UO97,202409,2520118,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520119,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520120,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520121,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520122,0,3,-0.1548,-0.1548
2138009Y59EAR7H1UO97,202409,2520123,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520124,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520125,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520126,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520127,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202409,2520128,0,3,0.0,0.0
